peak_name,peak_link,elevation_ft,elevation_m,prominence_ft,prominence_m,isolation_mi,isolation_km,date_climbed,trip_report_link,location,list,ULTRA,P3K,P2K,P1K,STHP,STPP,STIP,STEP,LCL,NE67,ADK46,SE40,NYFT,EAP2K,VT35,CT35,BEL12,OSS10,NHFT,NEK20,LG12,SARN6,FUL3,TUP3
Giant,https://www.peakbagger.com/peak.aspx?pid=6106,4626,1410,2953,900,6.2,10,2022-08-25,../../../trip_reports/northeast_115_reports/2022_08_25-32_remnants.html#giant,NY,NE115,,ya,y,y,,,,,,,y,,,y,,,,,,,,,,
Rocky Peak Ridge,https://www.peakbagger.com/peak.aspx?pid=6109,4390,1338,617,188,0.8,1.3,2022-08-25,../../../trip_reports/northeast_115_reports/2022_08_25-32_remnants.html#giant,NY,NE115,,,,,,,,,,,y,,,,,,,,,,,,,
Ellen,https://www.peakbagger.com/peak.aspx?pid=7019,4083,1244,2132,650,26.7,43,2022-08-23,../../../trip_reports/northeast_115_reports/2022_08_10-23_vermont.html#ellen,VT,NE115,,,y,y,,,,,,y,,,,y,y,,,,,,,,,
Abraham,https://www.peakbagger.com/peak.aspx?pid=7023,4006,1221,286,87,2.4,3.8,2022-08-23,../../../trip_reports/northeast_115_reports/2022_08_10-23_vermont.html#ellen,VT,NE115,,,,,,,,,,y,,,,,y,,,,,,,,,
Owls Head,https://www.peakbagger.com/peak.aspx?pid=6912,4025,1227,825,251,1.6,2.6,2022-08-21,../../../trip_reports/northeast_115_reports/2022_08_10-23_vermont.html#owls_head,NH,NE115,,,,,,,,,,y,,,,,,,,,,,,,,
Field,https://www.peakbagger.com/peak.aspx?pid=6930,4320,1317,1681,512,4.9,7.9,2022-08-20,../../../trip_reports/northeast_115_reports/2022_08_10-23_vermont.html#wtf,NH,NE115,,,,y,,,,,,y,,,,,,,,,,,,,,
Tom,https://www.peakbagger.com/peak.aspx?pid=6927,4051,1235,331,101,0.9,1.4,2022-08-20,../../../trip_reports/northeast_115_reports/2022_08_10-23_vermont.html#wtf,NH,NE115,,,,,,,,,,y,,,,,,,,,,,,,,
Willey,https://www.peakbagger.com/peak.aspx?pid=6931,4255,1297,255,78,1.1,1.7,2022-08-20,../../../trip_reports/northeast_115_reports/2022_08_10-23_vermont.html#wtf,NH,NE115,,,,,,,,,,y,,,,,,,,,,,,,,
Jackson,https://www.peakbagger.com/peak.aspx?pid=6967,4052,1235,332,101,1.2,2,2022-08-17,../../../trip_reports/northeast_115_reports/2022_08_10-23_vermont.html#jackson,NH,NE115,,,,,,,,,,y,,,,,,,,,,,,,,
Isolation,https://www.peakbagger.com/peak.aspx?pid=6971,4003,1220,203,62,0.9,1.5,2022-08-14,../../../trip_reports/northeast_115_reports/2022_08_10-23_vermont.html#isolation,NH,NE115,,,,,,,,,,y,,,,,,,,,,,,,,
Moziozagan,https://www.peakbagger.com/peak.aspx?pid=7016,4078,1243,1858,566,11.2,18.1,2022-08-13,../../../trip_reports/northeast_115_reports/2022_08_10-23_vermont.html#moziozagan,VT,NE115,,,,y,,,,,,y,,,,,y,,,,,,,,,
Killington,https://www.peakbagger.com/peak.aspx?pid=7031,4235,1291,3315,1010,56.3,90.6,2022-08-12,../../../trip_reports/northeast_115_reports/2022_08_10-23_vermont.html#killington,VT,NE115,,y,y,y,,,y,y,,y,,,,y,y,,,,,,,,,
Mozdebiwajo,https://www.peakbagger.com/peak.aspx?pid=7013,4393,1339,3633,1107,51.9,83.6,2022-08-10,../../../trip_reports/northeast_115_reports/2022_08_10-23_vermont.html#mozdebiwajo,VT,NE115,,y,y,y,y,y,,y,,y,,,,y,y,,,,,,,,,
South Kinsman,https://www.peakbagger.com/peak.aspx?pid=6899,4358,1328,2398,731,4.4,7.1,2022-08-06,../../../trip_reports/northeast_115_reports/2022_07-30-37_slogs.html#kinsman,NH,NE115,,,y,y,,,,,,y,,,,y,,,,,,,,,,
Cannon,https://www.peakbagger.com/peak.aspx?pid=6895,4080,1244,720,219,1.7,2.8,2022-08-06,../../../trip_reports/northeast_115_reports/2022_07-30-37_slogs.html#kinsman,NH,NE115,,,,,,,,,,y,,,,,,,,,,,,,,
North Kinsman,https://www.peakbagger.com/peak.aspx?pid=6898,4293,1309,253,77,0.7,1.1,2022-08-06,../../../trip_reports/northeast_115_reports/2022_07-30-37_slogs.html#kinsman,NH,NE115,,,,,,,,,,y,,,,,,,,,,,,,,
Santanoni,https://www.peakbagger.com/peak.aspx?pid=6008,4606,1404,2408,734,7.5,12.1,2022-07-31,../../../trip_reports/northeast_115_reports/2022_07-30-37_slogs.html#santanoni,NY,NE115,,,y,y,,,,,,,y,,,y,,,,,,,,,,
Panther,https://www.peakbagger.com/peak.aspx?pid=6005,4442,1354,276,84,0.9,1.5,2022-07-31,../../../trip_reports/northeast_115_reports/2022_07-30-37_slogs.html#santanoni,NY,NE115,,,,,,,,,,,y,,,,,,,,,,,,,
Couchsachraga,https://www.peakbagger.com/peak.aspx?pid=6007,3793,1156,249,76,0.7,1.2,2022-07-31,../../../trip_reports/northeast_115_reports/2022_07-30-37_slogs.html#santanoni,NY,NE115,,,,,,,,,,,y,,,,,,,,,,,,,
Allen,https://www.peakbagger.com/peak.aspx?pid=6059,4347,1325,640,195,1.5,2.4,2022-07-30,../../../trip_reports/northeast_115_reports/2022_07-30-37_slogs.html#allen,NY,NE115,,,,,,,,,,,y,,,,,,,,,,,,,
Tahawus,https://www.peakbagger.com/peak.aspx?pid=6048,5344,1629,4914,1498,129.6,208.6,2022-07-16,../../../trip_reports/northeast_115_reports/2022_07_10-16_traverses.html#southern_great_range,NY,NE115,y,y,y,y,y,y,,y,,,y,,,y,,,,,,,,,,
Skylight,https://www.peakbagger.com/peak.aspx?pid=6054,4925,1501,577,176,0.8,1.3,2022-07-16,../../../trip_reports/northeast_115_reports/2022_07_10-16_traverses.html#southern_great_range,NY,NE115,,,,,,,,,,,y,,,,,,,,,,,,,
Cliff,https://www.peakbagger.com/peak.aspx?pid=6052,3944,1202,466,142,0.4,0.7,2022-07-16,../../../trip_reports/northeast_115_reports/2022_07_10-16_traverses.html#southern_great_range,NY,NE115,,,,,,,,,,,y,,,,,,,,,,,,,
Redfield,https://www.peakbagger.com/peak.aspx?pid=6055,4606,1404,243,74,0.7,1.2,2022-07-16,../../../trip_reports/northeast_115_reports/2022_07_10-16_traverses.html#southern_great_range,NY,NE115,,,,,,,,,,,y,,,,,,,,,,,,,
Gray,https://www.peakbagger.com/peak.aspx?pid=6049,4826,1471,102,31,0.3,0.5,2022-07-16,../../../trip_reports/northeast_115_reports/2022_07_10-16_traverses.html#southern_great_range,NY,NE115,,,,,,,,,,,y,,,,,,,,,,,,,
Agiocochook,https://www.peakbagger.com/peak.aspx?pid=6960,6288,1917,6148,1874,819.5,1318.9,2022-07-10,../../../trip_reports/northeast_115_reports/2022_07_10-16_traverses.html#agiocochook_range,NH,NE115,y,y,y,y,y,y,y,y,,y,,,,y,,,,,,,,,,
Adams,https://www.peakbagger.com/peak.aspx?pid=6954,5799,1768,861,262,3,4.8,2022-07-10,../../../trip_reports/northeast_115_reports/2022_07_10-16_traverses.html#agiocochook_range,NH,NE115,,,,,,,,,,y,,,,,,,,,,,,,,
Jefferson,https://www.peakbagger.com/peak.aspx?pid=6955,5712,1741,753,230,1.7,2.7,2022-07-10,../../../trip_reports/northeast_115_reports/2022_07_10-16_traverses.html#agiocochook_range,NH,NE115,,,,,,,,,,y,,,,,,,,,,,,,,
Madison,https://www.peakbagger.com/peak.aspx?pid=6951,5366,1636,466,142,0.4,0.6,2022-07-10,../../../trip_reports/northeast_115_reports/2022_07_10-16_traverses.html#agiocochook_range,NH,NE115,,,,,,,,,,y,,,,,,,,,,,,,,
Eisenhower,https://www.peakbagger.com/peak.aspx?pid=6965,4760,1451,335,102,0.7,1.2,2022-07-10,../../../trip_reports/northeast_115_reports/2022_07_10-16_traverses.html#agiocochook_range,NH,NE115,,,,,,,,,,y,,,,,,,,,,,,,,
Monroe,https://www.peakbagger.com/peak.aspx?pid=6963,5372,1637,254,77,0.7,1.1,2022-07-10,../../../trip_reports/northeast_115_reports/2022_07_10-16_traverses.html#agiocochook_range,NH,NE115,,,,,,,,,,y,,,,,,,,,,,,,,
Pierce,https://www.peakbagger.com/peak.aspx?pid=6966,4310,1314,230,70,0.9,1.5,2022-07-10,../../../trip_reports/northeast_115_reports/2022_07_10-16_traverses.html#agiocochook_range,NH,NE115,,,,,,,,,,y,,,,,,,,,,,,,,
South Twin,https://www.peakbagger.com/peak.aspx?pid=6920,4902,1494,1502,458,4.7,7.5,2022-07-03,../../../trip_reports/northeast_115_reports/2022_06-25-33_central_whites.html#twin_loop,NH,NE115,,,,y,,,,,,y,,,,,,,,,,,,,,
Hale,https://www.peakbagger.com/peak.aspx?pid=6918,4054,1236,614,187,2.1,3.4,2022-07-03,../../../trip_reports/northeast_115_reports/2022_06-25-33_central_whites.html#twin_loop,NH,NE115,,,,,,,,,,y,,,,,,,,,,,,,,
Bond,https://www.peakbagger.com/peak.aspx?pid=6924,4698,1432,298,91,2.3,3.7,2022-07-03,../../../trip_reports/northeast_115_reports/2022_06-25-33_central_whites.html#twin_loop,NH,NE115,,,,,,,,,,y,,,,,,,,,,,,,,
North Twin,https://www.peakbagger.com/peak.aspx?pid=6919,4761,1451,281,86,0.9,1.4,2022-07-03,../../../trip_reports/northeast_115_reports/2022_06-25-33_central_whites.html#twin_loop,NH,NE115,,,,,,,,,,y,,,,,,,,,,,,,,
Zealand,https://www.peakbagger.com/peak.aspx?pid=6922,4240,1292,200,61,0.6,0.9,2022-07-03,../../../trip_reports/northeast_115_reports/2022_06-25-33_central_whites.html#twin_loop,NH,NE115,,,,,,,,,,y,,,,,,,,,,,,,,
West Bond,https://www.peakbagger.com/peak.aspx?pid=6925,4520,1378,160,49,0.4,0.6,2022-07-03,../../../trip_reports/northeast_115_reports/2022_06-25-33_central_whites.html#twin_loop,NH,NE115,,,,,,,,,,y,,,,,,,,,,,,,,
Carrigain,https://www.peakbagger.com/peak.aspx?pid=6939,4680,1426,2223,678,5.8,9.4,2022-07-02,../../../trip_reports/northeast_115_reports/2022_06-25-33_central_whites.html#carrigain,NH,NE115,,,y,y,,,,,,y,,,,y,,,,,,,,,,
North Tripyramid,https://www.peakbagger.com/peak.aspx?pid=6996,4160,1268,1320,402,5,8.1,2022-06-25,../../../trip_reports/northeast_115_reports/2022_06-25-33_central_whites.html#tripyramid,NH,NE115,,,,y,,,,,,y,,,,,,,,,,,,,,
Passaconaway,https://www.peakbagger.com/peak.aspx?pid=6999,4043,1232,803,245,3,4.9,2022-06-25,../../../trip_reports/northeast_115_reports/2022_06-25-33_central_whites.html#tripyramid,NH,NE115,,,,,,,,,,y,,,,,,,,,,,,,,
Whiteface,https://www.peakbagger.com/peak.aspx?pid=7002,4000,1219,560,171,1.9,3,2022-06-25,../../../trip_reports/northeast_115_reports/2022_06-25-33_central_whites.html#tripyramid,NH,NE115,,,,,,,,,,y,,,,,,,,,,,,,,
Middle Tripyramid,https://www.peakbagger.com/peak.aspx?pid=6997,4120,1256,240,73,0.6,1,2022-06-25,../../../trip_reports/northeast_115_reports/2022_06-25-33_central_whites.html#tripyramid,NH,NE115,,,,,,,,,,y,,,,,,,,,,,,,,
Haystack,https://www.peakbagger.com/peak.aspx?pid=6051,4961,1512,827,252,1.1,1.7,2022-06-20,../../../trip_reports/northeast_115_reports/2022_06_13-20_peripheral_new_york.html#central_great_range,NY,NE115,,,,,,,,,,,y,,,,,,,,,,,,,
Basin,https://www.peakbagger.com/peak.aspx?pid=6072,4826,1471,725,221,1.2,2,2022-06-20,../../../trip_reports/northeast_115_reports/2022_06_13-20_peripheral_new_york.html#central_great_range,NY,NE115,,,,,,,,,,,y,,,,,,,,,,,,,
Saddleback,https://www.peakbagger.com/peak.aspx?pid=6071,4528,1380,361,110,0.4,0.7,2022-06-20,../../../trip_reports/northeast_115_reports/2022_06_13-20_peripheral_new_york.html#central_great_range,NY,NE115,,,,,,,,,,,y,,,,,,,,,,,,,
Whiteface,https://www.peakbagger.com/peak.aspx?pid=5986,4865,1483,3094,943,15.8,25.4,2022-06-19,../../../trip_reports/northeast_115_reports/2022_06_13-20_peripheral_new_york.html#whiteface,NY,NE115,,y,y,y,,,,,,,y,,,y,,,,,,,,,,
Esther,https://www.peakbagger.com/peak.aspx?pid=5985,4239,1292,302,92,1.2,1.9,2022-06-19,../../../trip_reports/northeast_115_reports/2022_06_13-20_peripheral_new_york.html#whiteface,NY,NE115,,,,,,,,,,,y,,,,,,,,,,,,,
Marshall,https://www.peakbagger.com/peak.aspx?pid=6027,4364,1330,492,150,0.7,1.2,2022-06-17,../../../trip_reports/northeast_115_reports/2022_06_13-20_peripheral_new_york.html#marshall,NY,NE115,,,,,,,,,,,y,,,,,,,,,,,,,
Slide,https://www.peakbagger.com/peak.aspx?pid=7335,4180,1274,3280,1000,136.4,219.5,2022-06-16,../../../trip_reports/northeast_115_reports/2022_06_13-20_peripheral_new_york.html#slide,NY,NE115,,y,y,y,,,y,y,,,,,,y,,y,,,,,,,,
Hunter,https://www.peakbagger.com/peak.aspx?pid=7318,4040,1231,2140,652,14.7,23.6,2022-06-15,../../../trip_reports/northeast_115_reports/2022_06_13-20_peripheral_new_york.html#seward,NY,NE115,,,y,y,,,,,,,,,y,y,,y,,,,,,,,
Street,https://www.peakbagger.com/peak.aspx?pid=6015,4134,1260,1247,380,2.7,4.3,2022-06-14,../../../trip_reports/northeast_115_reports/2022_06_13-20_peripheral_new_york.html#street,NY,NE115,,,,y,,,,,,,y,,,,,,,,,,,,,
Nye,https://www.peakbagger.com/peak.aspx?pid=6012,3839,1170,66,20,0.1,0.1,2022-06-14,../../../trip_reports/northeast_115_reports/2022_06_13-20_peripheral_new_york.html#street,NY,NE115,,,,,,,,,,,y,,,,,,,,,,,,,
Seward,https://www.peakbagger.com/peak.aspx?pid=6000,4331,1320,2021,616,5.3,8.6,2022-06-13,../../../trip_reports/northeast_115_reports/2022_06_13-20_peripheral_new_york.html#seward,NY,NE115,,,y,y,,,,,,,y,,,y,,,,,,,,,,
Seymour,https://www.peakbagger.com/peak.aspx?pid=6001,4091,1247,1007,307,1.1,1.7,2022-06-13,../../../trip_reports/northeast_115_reports/2022_06_13-20_peripheral_new_york.html#seward,NY,NE115,,,,y,,,,,,,y,,,,,,,,,,,,,
Donaldson,https://www.peakbagger.com/peak.aspx?pid=6003,4108,1252,138,42,0.4,0.7,2022-06-13,../../../trip_reports/northeast_115_reports/2022_06_13-20_peripheral_new_york.html#seward,NY,NE115,,,,,,,,,,,y,,,,,,,,,,,,,
Emmons,https://www.peakbagger.com/peak.aspx?pid=6004,4039,1231,102,31,0.6,0.9,2022-06-13,../../../trip_reports/northeast_115_reports/2022_06_13-20_peripheral_new_york.html#seward,NY,NE115,,,,,,,,,,,y,,,,,,,,,,,,,
Algonquin,https://www.peakbagger.com/peak.aspx?pid=6022,5115,1559,2096,639,3.7,6,2022-06-11,../../../trip_reports/northeast_115_reports/2022_06_06-11_eastern_high_peaks.html#algonquin,NY,NE115,,,y,y,,,,,,,y,,,y,,,,,,,,,,
Wright Peak,https://www.peakbagger.com/peak.aspx?pid=6021,4587,1398,256,78,0.4,0.7,2022-06-11,../../../trip_reports/northeast_115_reports/2022_06_06-11_eastern_high_peaks.html#algonquin,NY,NE115,,,,,,,,,,,y,,,,,,,,,,,,,
Iroquois,https://www.peakbagger.com/peak.aspx?pid=6024,4843,1476,151,46,0.6,0.9,2022-06-11,../../../trip_reports/northeast_115_reports/2022_06_06-11_eastern_high_peaks.html#algonquin,NY,NE115,,,,,,,,,,,y,,,,,,,,,,,,,
Colden,https://www.peakbagger.com/peak.aspx?pid=6046,4715,1437,876,267,1.6,2.5,2022-06-10,../../../trip_reports/northeast_115_reports/2022_06_06-11_eastern_high_peaks.html#colden,NY,NE115,,,,,,,,,,,y,,,,,,,,,,,,,
Table Top,https://www.peakbagger.com/peak.aspx?pid=6043,4413,1345,410,125,1.2,1.9,2022-06-10,../../../trip_reports/northeast_115_reports/2022_06_06-11_eastern_high_peaks.html#colden,NY,NE115,,,,,,,,,,,y,,,,,,,,,,,,,
Phelps,https://www.peakbagger.com/peak.aspx?pid=6039,4160,1268,190,58,0.8,1.3,2022-06-10,../../../trip_reports/northeast_115_reports/2022_06_06-11_eastern_high_peaks.html#colden,NY,NE115,,,,,,,,,,,y,,,,,,,,,,,,,
Big Slide,https://www.peakbagger.com/peak.aspx?pid=6035,4199,1280,1050,320,2.9,4.6,2022-06-09,../../../trip_reports/northeast_115_reports/2022_06_06-11_eastern_high_peaks.html#big_slide,NY,NE115,,,,y,,,,,,,y,,,,,,,,,,,,,
Nippletop,https://www.peakbagger.com/peak.aspx?pid=6081,4593,1400,1345,410,1.4,2.3,2022-06-08,../../../trip_reports/northeast_115_reports/2022_06_06-11_eastern_high_peaks.html#nippletop,NY,NE115,,,,y,,,,,,,y,,,,,,,,,,,,,
Colvin,https://www.peakbagger.com/peak.aspx?pid=6080,4035,1230,689,210,0.7,1.2,2022-06-08,../../../trip_reports/northeast_115_reports/2022_06_06-11_eastern_high_peaks.html#nippletop,NY,NE115,,,,,,,,,,,y,,,,,,,,,,,,,
Blake,https://www.peakbagger.com/peak.aspx?pid=6082,3970,1210,558,170,0.9,1.4,2022-06-08,../../../trip_reports/northeast_115_reports/2022_06_06-11_eastern_high_peaks.html#nippletop,NY,NE115,,,,,,,,,,,y,,,,,,,,,,,,,
Dial,https://www.peakbagger.com/peak.aspx?pid=6078,4003,1220,164,50,0.6,0.9,2022-06-08,../../../trip_reports/northeast_115_reports/2022_06_06-11_eastern_high_peaks.html#nippletop,NY,NE115,,,,,,,,,,,y,,,,,,,,,,,,,
Gothics,https://www.peakbagger.com/peak.aspx?pid=6070,4734,1443,699,213,1.5,2.4,2022-06-07,../../../trip_reports/northeast_115_reports/2022_06_06-11_eastern_high_peaks.html#northern_great_range,NY,NE115,,,,,,,,,,,y,,,,,,,,,,,,,
Lower Wolfjaw,https://www.peakbagger.com/peak.aspx?pid=6066,4173,1272,663,202,0.8,1.3,2022-06-07,../../../trip_reports/northeast_115_reports/2022_06_06-11_eastern_high_peaks.html#northern_great_range,NY,NE115,,,,,,,,,,,y,,,,,,,,,,,,,
Sawteeth,https://www.peakbagger.com/peak.aspx?pid=6073,4134,1260,459,140,0.6,1,2022-06-07,../../../trip_reports/northeast_115_reports/2022_06_06-11_eastern_high_peaks.html#northern_great_range,NY,NE115,,,,,,,,,,,y,,,,,,,,,,,,,
Upper Wolfjaw,https://www.peakbagger.com/peak.aspx?pid=6067,4203,1281,266,81,0.4,0.7,2022-06-07,../../../trip_reports/northeast_115_reports/2022_06_06-11_eastern_high_peaks.html#northern_great_range,NY,NE115,,,,,,,,,,,y,,,,,,,,,,,,,
Armstrong,https://www.peakbagger.com/peak.aspx?pid=6069,4429,1350,98,30,0.4,0.7,2022-06-07,../../../trip_reports/northeast_115_reports/2022_06_06-11_eastern_high_peaks.html#northern_great_range,NY,NE115,,,,,,,,,,,y,,,,,,,,,,,,,
Cascade,https://www.peakbagger.com/peak.aspx?pid=6028,4098,1249,1178,359,2.5,4,2022-06-06,../../../trip_reports/northeast_115_reports/2022_06_06-11_eastern_high_peaks.html#cascade,NY,NE115,,,,y,,,,,,,y,,,,,,,,,,,,,
Porter,https://www.peakbagger.com/peak.aspx?pid=6030,4068,1240,295,90,0.5,0.8,2022-06-06,../../../trip_reports/northeast_115_reports/2022_06_06-11_eastern_high_peaks.html#cascade,NY,NE115,,,,,,,,,,,y,,,,,,,,,,,,,
Osceola,https://www.peakbagger.com/peak.aspx?pid=6992,4320,1317,2000,610,6,9.6,2022-06-02,../../../trip_reports/northeast_115_reports/2022_05_24-33_southern_whites.html#osceola,NH,NE115,,,y,y,,,,,,y,,,,y,,,,,,,,,,
East Osceola,https://www.peakbagger.com/peak.aspx?pid=6991,4156,1267,316,96,0.7,1.1,2022-06-02,../../../trip_reports/northeast_115_reports/2022_05_24-33_southern_whites.html#osceola,NH,NE115,,,,,,,,,,y,,,,,,,,,,,,,,
Waumbek,https://www.peakbagger.com/peak.aspx?pid=6882,4006,1221,1289,393,4.8,7.7,2022-05-31,../../../trip_reports/northeast_115_reports/2022_05_24-33_southern_whites.html#waumbek,NH,NE115,,,,y,,,,,,y,,,,,,,,,,,,,,
Lafayette,https://www.peakbagger.com/peak.aspx?pid=6909,5240,1597,3320,1012,17.2,27.7,2022-05-29,../../../trip_reports/northeast_115_reports/2022_05_24-33_southern_whites.html#semi_pemi,NH,NE115,,y,y,y,,,,,,y,,,,y,,,,,,,,,,
Garfield,https://www.peakbagger.com/peak.aspx?pid=6907,4480,1366,800,244,2,3.2,2022-05-29,../../../trip_reports/northeast_115_reports/2022_05_24-33_southern_whites.html#semi_pemi,NH,NE115,,,,,,,,,,y,,,,,,,,,,,,,,
Flume,https://www.peakbagger.com/peak.aspx?pid=6915,4328,1319,408,124,0.9,1.4,2022-05-29,../../../trip_reports/northeast_115_reports/2022_05_24-33_southern_whites.html#semi_pemi,NH,NE115,,,,,,,,,,y,,,,,,,,,,,,,,
Liberty,https://www.peakbagger.com/peak.aspx?pid=6914,4459,1359,379,116,1.5,2.4,2022-05-29,../../../trip_reports/northeast_115_reports/2022_05_24-33_southern_whites.html#semi_pemi,NH,NE115,,,,,,,,,,y,,,,,,,,,,,,,,
Galehead,https://www.peakbagger.com/peak.aspx?pid=6921,4024,1227,264,80,0.6,0.9,2022-05-29,../../../trip_reports/northeast_115_reports/2022_05_24-33_southern_whites.html#semi_pemi,NH,NE115,,,,,,,,,,y,,,,,,,,,,,,,,
Lincoln,https://www.peakbagger.com/peak.aspx?pid=6911,5089,1551,169,52,0.7,1.2,2022-05-29,../../../trip_reports/northeast_115_reports/2022_05_24-33_southern_whites.html#semi_pemi,NH,NE115,,,,,,,,,,y,,,,,,,,,,,,,,
Hancock,https://www.peakbagger.com/peak.aspx?pid=6940,4400,1341,1200,366,2.2,3.6,2022-05-27,../../../trip_reports/northeast_115_reports/2022_05_24-33_southern_whites.html#hancocks,NH,NE115,,,,y,,,,,,y,,,,,,,,,,,,,,
South Hancock,https://www.peakbagger.com/peak.aspx?pid=6943,4319,1316,159,48,0.7,1.2,2022-05-27,../../../trip_reports/northeast_115_reports/2022_05_24-33_southern_whites.html#hancocks,NH,NE115,,,,,,,,,,y,,,,,,,,,,,,,,
Moosilauke,https://www.peakbagger.com/peak.aspx?pid=6903,4802,1464,2932,894,12.6,20.2,2022-05-26,../../../trip_reports/northeast_115_reports/2022_05_24-33_southern_whites.html#moosilauke,NH,NE115,,,y,y,,,,,,y,,,,y,,,,,,,,,,
Tecumseh,https://www.peakbagger.com/peak.aspx?pid=6994,4003,1220,1723,525,2.4,3.9,2022-05-23,../../../trip_reports/northeast_115_reports/2022_05_24-33_southern_whites.html#tecumseh,NH,NE115,,,,y,,,,,,y,,,,,,,,,,,,,,
